Year,Attribute,Value
1955,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.388063932
1955,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",9108.965585
1955,"Crops: All crops: Price (index, 2015=1)",0.275223157
1955,"Crops: All crops: Quantity (million, $2015)",72980.043
1955,"Crops: Food grains: Price (index, 2015=1)",0.388544573
1955,"Crops: Food grains: Quantity (million, $2015)",5415.625734
1955,"Crops: Feed crops: Price (index, 2015=1)",0.270565694
1955,"Crops: Feed crops: Quantity (million, $2015)",31272.93154
1955,"Crops: Oil crops: Price (index, 2015=1)",0.245002073
1955,"Crops: Oil crops: Quantity (million, $2015)",5609.995279
1955,"Crops: Vegetables and melons: Price (index, 2015=1)",0.179933587
1955,"Crops: Vegetables and melons: Quantity (million, $2015)",9353.451056
1955,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.1349825
1955,"Crops: Fruits and tree nuts: Quantity (million, $2015)",9453.077279
1955,"Crops: Other crops 2/: Price (index, 2015=1)",0.342985195
1955,"Crops: Other crops 2/: Quantity (million, $2015)",13485.45658
1955,"Farm-related output 3/: Price (index, 2015=1)",0.137347789
1955,"Farm-related output 3/: Quantity (million, $2015)",4946.442946
1955,"Total farm inputs: Price (index, 2015=1)",0.092251475
1955,"Total farm inputs: Quantity (million, $2015)",397449.8736
1955,"Capital: All capital: Price (index, 2015=1)",0.094587359
1955,"Capital: All capital: Quantity (million, $2015)",117365.4678
1955,"Capital: Durable equipment: Price (index, 2015=1)",0.135424915
1955,"Capital: Durable equipment: Quantity (million, $2015)",24121.89988
1955,"Capital: Service buildings: Price (index, 2015=1)",0.140456958
1955,"Capital: Service buildings: Quantity (million, $2015)",6020.219318
1955,"Capital: Land: Price (index, 2015=1)",0.087098659
1955,"Capital: Land: Quantity (million, $2015)",77264.8668
1955,"Capital: Inventories: Price (index, 2015=1)",0.067880372
1955,"Capital: Inventories: Quantity (million, $2015)",3820.477183
1955,"Labor: All labor: Price (index, 2015=1)",0.037186657
1955,"Labor: All labor: Quantity (million, $2015)",236117.5841
1955,"Labor: Hired labor: Price (index, 2015=1)",0.039056469
1955,"Labor: Hired labor: Quantity (million, $2015)",66945.63905
1955,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.036273005
1955,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",169982.1502
1955,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.143959002
1955,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",116586.1367
1955,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.177954936
1955,"Intermediate goods: Feed and seed: Quantity (million, $2015)",57905.75328
1955,"Intermediate goods: Energy: Price (index, 2015=1)",0.061766165
1955,"Intermediate goods: Energy: Quantity (million, $2015)",24706.23363
1955,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.128495251
1955,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",9222.130672
1955,"Intermediate goods: Pesticides: Price (index, 2015=1)",0.338543488
1955,"Intermediate goods: Pesticides: Quantity (million, $2015)",590.7660532
1955,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.114720149
1955,"Intermediate goods: Purchased services: Quantity (million, $2015)",29023.25973
1955,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.124720841
1955,"Intermediate goods: Other intermediate: Quantity (million, $2015)",1911.848149
1956,"Total output: Price (index, 2015=1)",0.229631279
1956,"Total output: Quantity (million, $2015)",158618.783
1956,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.183646341
1956,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",86034.09914
1956,"Livestock and products: Meat animals: Price (index, 2015=1)",0.122382343
1956,"Livestock and products: Meat animals: Quantity (million, $2015)",55036.28508
1956,"Livestock and products: Dairy: Price (index, 2015=1)",0.234711257
1956,"Livestock and products: Dairy: Quantity (million, $2015)",19108.96841
1956,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.345949779
1956,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",10160.4661
1956,"Crops: All crops: Price (index, 2015=1)",0.275094255
1956,"Crops: All crops: Quantity (million, $2015)",72239.39043
1956,"Crops: Food grains: Price (index, 2015=1)",0.386689921
1956,"Crops: Food grains: Quantity (million, $2015)",5659.910806
1956,"Crops: Feed crops: Price (index, 2015=1)",0.258415776
1956,"Crops: Feed crops: Quantity (million, $2015)",30779.67258
1956,"Crops: Oil crops: Price (index, 2015=1)",0.261992771
1956,"Crops: Oil crops: Quantity (million, $2015)",6101.88123
1956,"Crops: Vegetables and melons: Price (index, 2015=1)",0.193336575
1956,"Crops: Vegetables and melons: Quantity (million, $2015)",9687.768591
1956,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.145768594
1956,"Crops: Fruits and tree nuts: Quantity (million, $2015)",9316.135677
1956,"Crops: Other crops 2/: Price (index, 2015=1)",0.343635089
1956,"Crops: Other crops 2/: Quantity (million, $2015)",12720.21458
1956,"Farm-related output 3/: Price (index, 2015=1)",0.140040893
1956,"Farm-related output 3/: Quantity (million, $2015)",5365.184434
1956,"Total farm inputs: Price (index, 2015=1)",0.091738083
1956,"Total farm inputs: Quantity (million, $2015)",397041.5862
1956,"Capital: All capital: Price (index, 2015=1)",0.0901887
1956,"Capital: All capital: Quantity (million, $2015)",117286.4483
1956,"Capital: Durable equipment: Price (index, 2015=1)",0.1307213
1956,"Capital: Durable equipment: Quantity (million, $2015)",24420.27288
1956,"Capital: Service buildings: Price (index, 2015=1)",0.140507293
1956,"Capital: Service buildings: Quantity (million, $2015)",6118.565895
1956,"Capital: Land: Price (index, 2015=1)",0.083387879
1956,"Capital: Land: Quantity (million, $2015)",76490.11404
1956,"Capital: Inventories: Price (index, 2015=1)",0.038090709
1956,"Capital: Inventories: Quantity (million, $2015)",3875.246945
1956,"Labor: All labor: Price (index, 2015=1)",0.04045399
1956,"Labor: All labor: Quantity (million, $2015)",221295.3497
1956,"Labor: Hired labor: Price (index, 2015=1)",0.042634548
1956,"Labor: Hired labor: Quantity (million, $2015)",61133.46088
1956,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.03940343
1956,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",161048.9846
1956,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.140291791
1956,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",120417.8933
1956,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.168399567
1956,"Intermediate goods: Feed and seed: Quantity (million, $2015)",60098.97813
1956,"Intermediate goods: Energy: Price (index, 2015=1)",0.063217876
1956,"Intermediate goods: Energy: Quantity (million, $2015)",24708.2014
1956,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.12514184
1956,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",9317.427327
1956,"Intermediate goods: Pesticides: Price (index, 2015=1)",0.329586112
1956,"Intermediate goods: Pesticides: Quantity (million, $2015)",816.1751658
1956,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.118769975
1956,"Intermediate goods: Purchased services: Quantity (million, $2015)",29819.18392
1956,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.130932654
1956,"Intermediate goods: Other intermediate: Quantity (million, $2015)",1790.051986
1957,"Total output: Price (index, 2015=1)",0.230347713
1957,"Total output: Quantity (million, $2015)",156898.5154
1957,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.19586521
1957,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",84134.66161
1957,"Livestock and products: Meat animals: Price (index, 2015=1)",0.144074818
1957,"Livestock and products: Meat animals: Quantity (million, $2015)",52459.46868
1957,"Livestock and products: Dairy: Price (index, 2015=1)",0.240004108
1957,"Livestock and products: Dairy: Quantity (million, $2015)",19283.16577
1957,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.315181301
1957,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",10393.44652
1957,"Crops: All crops: Price (index, 2015=1)",0.262889418
1957,"Crops: All crops: Quantity (million, $2015)",71752.81952
1957,"Crops: Food grains: Price (index, 2015=1)",0.398210843
1957,"Crops: Food grains: Quantity (million, $2015)",5361.182089
1957,"Crops: Feed crops: Price (index, 2015=1)",0.240622224
1957,"Crops: Feed crops: Quantity (million, $2015)",33671.912
1957,"Crops: Oil crops: Price (index, 2015=1)",0.24105598
1957,"Crops: Oil crops: Quantity (million, $2015)",5892.024764
1957,"Crops: Vegetables and melons: Price (index, 2015=1)",0.179671506
1957,"Crops: Vegetables and melons: Quantity (million, $2015)",9517.368859
1957,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.135509806
1957,"Crops: Fruits and tree nuts: Quantity (million, $2015)",9534.365333
1957,"Crops: Other crops 2/: Price (index, 2015=1)",0.345532734
1957,"Crops: Other crops 2/: Quantity (million, $2015)",10738.13739
1957,"Farm-related output 3/: Price (index, 2015=1)",0.131658469
1957,"Farm-related output 3/: Quantity (million, $2015)",6069.522054
1957,"Total farm inputs: Price (index, 2015=1)",0.091681337
1957,"Total farm inputs: Quantity (million, $2015)",394204.7038
1957,"Capital: All capital: Price (index, 2015=1)",0.087010026
1957,"Capital: All capital: Quantity (million, $2015)",116017.1767
1957,"Capital: Durable equipment: Price (index, 2015=1)",0.12261
1957,"Capital: Durable equipment: Quantity (million, $2015)",24066.23365
1957,"Capital: Service buildings: Price (index, 2015=1)",0.125876237
1957,"Capital: Service buildings: Quantity (million, $2015)",6191.890921
1957,"Capital: Land: Price (index, 2015=1)",0.082893227
1957,"Capital: Land: Quantity (million, $2015)",75595.0941
1957,"Capital: Inventories: Price (index, 2015=1)",0.026010565
1957,"Capital: Inventories: Quantity (million, $2015)",3773.984098
1957,"Labor: All labor: Price (index, 2015=1)",0.044081636
1957,"Labor: All labor: Quantity (million, $2015)",205194.7051
1957,"Labor: Hired labor: Price (index, 2015=1)",0.04662019
1957,"Labor: Hired labor: Quantity (million, $2015)",58647.81132
1957,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.042873682
1957,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",147203.2728
1957,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.136822056
1957,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",124258.0222
1957,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.15929992
1957,"Intermediate goods: Feed and seed: Quantity (million, $2015)",62983.45744
1957,"Intermediate goods: Energy: Price (index, 2015=1)",0.065688239
1957,"Intermediate goods: Energy: Quantity (million, $2015)",24296.25784
1957,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.12387644
1957,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",9412.605031
1957,"Intermediate goods: Pesticides: Price (index, 2015=1)",0.327295608
1957,"Intermediate goods: Pesticides: Quantity (million, $2015)",592.736338
1957,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.121397933
1957,"Intermediate goods: Purchased services: Quantity (million, $2015)",30930.8576
1957,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.135532381
1957,"Intermediate goods: Other intermediate: Quantity (million, $2015)",1896.6525
1958,"Total output: Price (index, 2015=1)",0.243006594
1958,"Total output: Quantity (million, $2015)",165641.3733
1958,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.215831305
1958,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",84957.56735
1958,"Livestock and products: Meat animals: Price (index, 2015=1)",0.175920402
1958,"Livestock and products: Meat animals: Quantity (million, $2015)",53283.90843
1958,"Livestock and products: Dairy: Price (index, 2015=1)",0.236686343
1958,"Livestock and products: Dairy: Quantity (million, $2015)",19253.27391
1958,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.32266552
1958,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",11038.42146
1958,"Crops: All crops: Price (index, 2015=1)",0.26686414
1958,"Crops: All crops: Quantity (million, $2015)",78773.06751
1958,"Crops: Food grains: Price (index, 2015=1)",0.36785448
1958,"Crops: Food grains: Quantity (million, $2015)",7912.435072
1958,"Crops: Feed crops: Price (index, 2015=1)",0.249576437
1958,"Crops: Feed crops: Quantity (million, $2015)",35525.26816
1958,"Crops: Oil crops: Price (index, 2015=1)",0.240563191
1958,"Crops: Oil crops: Quantity (million, $2015)",7071.821476
1958,"Crops: Vegetables and melons: Price (index, 2015=1)",0.175660054
1958,"Crops: Vegetables and melons: Quantity (million, $2015)",9882.724966
1958,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.155633111
1958,"Crops: Fruits and tree nuts: Quantity (million, $2015)",8956.962917
1958,"Crops: Other crops 2/: Price (index, 2015=1)",0.347365452
1958,"Crops: Other crops 2/: Quantity (million, $2015)",11275.02282
1958,"Farm-related output 3/: Price (index, 2015=1)",0.140397138
1958,"Farm-related output 3/: Quantity (million, $2015)",6365.774007
1958,"Total farm inputs: Price (index, 2015=1)",0.101699486
1958,"Total farm inputs: Quantity (million, $2015)",395793.0141
1958,"Capital: All capital: Price (index, 2015=1)",0.110785714
1958,"Capital: All capital: Quantity (million, $2015)",114803.5244
1958,"Capital: Durable equipment: Price (index, 2015=1)",0.126175929
1958,"Capital: Durable equipment: Quantity (million, $2015)",23686.55458
1958,"Capital: Service buildings: Price (index, 2015=1)",0.157525945
1958,"Capital: Service buildings: Quantity (million, $2015)",6256.820618
1958,"Capital: Land: Price (index, 2015=1)",0.115028649
1958,"Capital: Land: Quantity (million, $2015)",74724.01885
1958,"Capital: Inventories: Price (index, 2015=1)",0.038224396
1958,"Capital: Inventories: Quantity (million, $2015)",3895.493106
1958,"Labor: All labor: Price (index, 2015=1)",0.046290843
1958,"Labor: All labor: Quantity (million, $2015)",195601.1315
1958,"Labor: Hired labor: Price (index, 2015=1)",0.049076781
1958,"Labor: Hired labor: Quantity (million, $2015)",59078.17427
